0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
18217,25648.0,11573.0,24236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24574,1868.0,8658.0,17940.0,6157.0,22862.0,19412.0,13983.0,67.0,26237.0,7866.0,28349.0,4044.0,16487.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22742,20270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,21274.0,23612.0,117.0,25144.0,4031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24381,4642.0,27455.0,10509.0,22332.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15186,26327.0,13441.0,25730.0,9845.0,19390.0,3024.0,14134.0,12920.0,7384.0,382.0,21133.0,23134.0,27418.0,25835.0,18746.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12521,21615.0,3926.0,18463.0,13316.0,378.0,10371.0,8735.0,2493.0,19412.0,19376.0,7267.0,5144.0,8851.0,22904.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19883,16615.0,9426.0,27055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,11561.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6876,11778.0,18466.0,3786.0,14464.0,6876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26422,8851.0,15085.0,21081.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28216,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,28113.0,423.0,117.0,6995.0,5518.0,3380.0,20630.0,27519.0,27493.0,26407.0,6995.0,23617.0,16219.0,27519.0,15518.0,24758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13441,22503.0,25648.0,15264.0,25648.0,139.0,25648.0,21133.0,19412.0,10267.0,15842.0,6157.0,19719.0,10901.0,6631.0,20449.0,436.0,7184.0,11069.0,19412.0,17845.0,23876.0,16991.0,24461.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26126,22876.0,7375.0,20993.0,5575.0,27599.0,382.0,27418.0,3599.0,19412.0,1765.0,3976.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27156,4223.0,6157.0,19376.0,15513.0,4360.0,23134.0,13607.0,1096.0,11582.0,18463.0,27418.0,20400.0,18463.0,19481.0,27519.0,7543.0,1381.0,9160.0,26407.0,22831.0,8851.0,2082.0,9895.0,13316.0,17050.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,5440.0,16662.0,27785.0,23326.0,4863.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19886,3380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,6157.0,13449.0,382.0,28306.0,9484.0,27455.0,8958.0,27418.0,23371.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14492,18618.0,22862.0,26520.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26422,20046.0,13960.0,10546.0,19257.0,21950.0,26626.0,4863.0,25648.0,19295.0,134.0,15245.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13441,25730.0,21069.0,20394.0,9881.0,25648.0,4989.0,25648.0,27669.0,25648.0,28207.0,25648.0,9788.0,25648.0,22331.0,13749.0,4211.0,21612.0,25648.0,17493.0,10895.0,2352.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27519,3393.0,18463.0,26576.0,26407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18437,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18209,3380.0,9366.0,15005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,18071.0,25733.0,21023.0,10901.0,19390.0,24415.0,17138.0,8965.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8088,6157.0,19390.0,20291.0,15298.0,11347.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27156,4400.0,22422.0,7599.0,4360.0,23134.0,10310.0,22236.0,12920.0,9241.0,12119.0,16058.0,25648.0,27205.0,23134.0,25837.0,25648.0,19148.0,25648.0,19412.0,25436.0,23030.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18070,423.0,12493.0,25144.0,11098.0,25648.0,26667.0,6856.0,12493.0,16827.0,23326.0,8068.0,25648.0,5168.0,19750.0,25914.0,25648.0,5031.0,12335.0,12493.0,25144.0,12048.0,25648.0,963.0,4947.0,12493.0,25144.0,7372.0,27069.0,5629.0,25648.0,24135.0,20755.0,12493.0,25144.0,12048.0,25648.0,1164.0,21817.0,11948.0,25648.0,11634.0,11547.0,16827.0,26986.0,25648.0,23290.0,19486.0,12493.0,25144.0,4031.0,25648.0,10282.0,10809.0,11634.0,10809.0,12048.0,25648.0,20741.0,7926.0,21343.0,12493.0,25144.0,11098.0,10901.0,20165.0,4645.0,25648.0,4050.0,22680.0,12493.0,25144.0,4031.0,25648.0,6930.0,25445.0,12493.0,25144.0,4031.0,25648.0,3866.0,27493.0,10809.0,25144.0,4031.0
19,10901.0,17551.0,27044.0,382.0,344.0,22876.0,15612.0,18463.0,16603.0,21370.0,25648.0,19376.0,8247.0,13749.0,22876.0,23015.0,25648.0,15741.0,3410.0,18562.0,25648.0,13058.0,3517.0,19412.0,19376.0,349.0,23399.0,9189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
