0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
12165,24962.0,11370.0,1214.0,1465.0,13367.0,10897.0,26496.0,783.0,17521.0,21991.0,5284.0,23302.0,15443.0,22492.0,18800.0,2511.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10626,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,24733.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15243,1104.0,3345.0,12440.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24964,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,6444.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17238,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22762,28346.0,19952.0,2886.0,363.0,12772.0,7155.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,4749.0,5284.0,26418.0,25146.0,2874.0,18078.0,24521.0,363.0,18438.0,27546.0,15224.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,5921.0,17550.0,18800.0,27352.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,8549.0,11465.0,2886.0,3344.0,23826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,1520.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,13367.0,18665.0,19169.0,1214.0,19830.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26777,1967.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13769,12090.0,2886.0,11446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8199,9097.0,16994.0,18441.0,7424.0,17422.0,12440.0,5921.0,14659.0,14952.0,7155.0,14786.0,24962.0,11217.0,11339.0,350.0,693.0,17348.0,783.0,5919.0,18634.0,20689.0,5760.0,12120.0,19169.0,24962.0,13480.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14031,3345.0,27324.0,15443.0,18411.0,6754.0,18800.0,19939.0,13367.0,7576.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,15819.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,9356.0,18505.0,2886.0,363.0,12822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,18780.0,11991.0,15443.0,14659.0,3162.0,5921.0,27828.0,18634.0,20763.0,783.0,1866.0,18800.0,21117.0,7518.0,18149.0,9963.0,21654.0,6775.0,5921.0,27828.0,1659.0,12997.0,9148.0,14063.0,10561.0,5921.0,8344.0,27828.0,12597.0,9810.0,1185.0,15443.0,12792.0,27493.0,11370.0,950.0,5921.0,27828.0,27142.0,8317.0,14659.0,15833.0,25386.0,14166.0,11370.0,7711.0,16737.0,10633.0,6955.0,6616.0,9963.0,10633.0,8708.0,9555.0,,,,,,
26860,1370.0,8445.0,23238.0,10137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,12311.0,982.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19628,2874.0,19516.0,18800.0,25435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12856,10157.0,28150.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18987,3698.0,17671.0,25413.0,6224.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,2783.0,3926.0,7256.0,11465.0,18020.0,8158.0,3344.0,23826.0,17782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,1481.0,18863.0,3635.0,20763.0,10903.0,2874.0,8233.0,5921.0,18800.0,783.0,1793.0,7207.0,8317.0,27511.0,26293.0,18800.0,27687.0,11371.0,19655.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,21117.0,14659.0,24101.0,25880.0,6201.0,24962.0,783.0,17270.0,2417.0,24289.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26860,1370.0,8445.0,23238.0,10137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,17645.0,9707.0,9963.0,23168.0,19205.0,8514.0,15046.0,14659.0,26814.0,25692.0,5028.0,18800.0,10829.0,20624.0,11125.0,12014.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23666,6288.0,2886.0,363.0,24014.0,27546.0,5310.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,20077.0,13235.0,577.0,11263.0,14310.0,783.0,1793.0,25447.0,5547.0,24962.0,10470.0,5921.0,27421.0,8158.0,3546.0,8139.0,5921.0,18800.0,24945.0,9963.0,9097.0,27521.0,5921.0,783.0,6257.0,9963.0,9097.0,20077.0,26814.0,7039.0,9561.0,21853.0,4369.0,23238.0,15636.0,17114.0,5284.0,27107.0,2874.0,27932.0,12199.0,23593.0,9555.0,,,,,,,,,,,,,,,,,,
13300,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16725,5921.0,10321.0,18634.0,14659.0,1422.0,3135.0,15443.0,14659.0,5028.0,24962.0,27238.0,5921.0,7788.0,2122.0,8623.0,22060.0,6775.0,6616.0,18893.0,20689.0,12311.0,23930.0,1908.0,15443.0,12834.0,7355.0,18513.0,24962.0,24322.0,9040.0,5921.0,18800.0,26148.0,13982.0,1705.0,24962.0,3633.0,5921.0,7276.0,13367.0,8926.0,9963.0,27238.0,11957.0,18800.0,17547.0,24962.0,16062.0,17004.0,21074.0,14604.0,18948.0,9963.0,14659.0,8708.0,5430.0,2874.0,16568.0,9555.0,,
938,3443.0,14659.0,11866.0,7964.0,27092.0,23806.0,12267.0,12311.0,6189.0,7194.0,11915.0,22690.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24541,7502.0,7155.0,12652.0,16790.0,2603.0,7155.0,19343.0,5921.0,783.0,1793.0,8317.0,1066.0,3927.0,12311.0,1244.0,5921.0,18893.0,1288.0,28166.0,2603.0,14786.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,3661.0,2185.0,9165.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21326,11263.0,26278.0,21742.0,5921.0,12440.0,15501.0,16993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27615,23675.0,18732.0,24352.0,9100.0,5921.0,13418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11185,24962.0,26223.0,10639.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,15519.0,19640.0,5921.0,4635.0,13202.0,617.0,12864.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,7424.0,8827.0,15607.0,11223.0,11106.0,1409.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,27828.0,18634.0,20689.0,24317.0,2874.0,3943.0,14624.0,24962.0,21906.0,8829.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,17870.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,24975.0,10755.0,5607.0,15525.0,23120.0,16578.0,14507.0,23120.0,3413.0,3358.0,23120.0,6958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18852,17495.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356,18800.0,7472.0,3345.0,26441.0,18800.0,4586.0,5921.0,8464.0,7405.0,17183.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20941,23762.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21344,4505.0,10277.0,13367.0,23747.0,3322.0,11370.0,16737.0,4462.0,11370.0,7372.0,24416.0,2900.0,17734.0,2874.0,23400.0,4462.0,27828.0,21117.0,14659.0,22138.0,2511.0,14165.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20427,8317.0,20479.0,3464.0,12311.0,15276.0,28282.0,5921.0,18893.0,10321.0,13367.0,25901.0,27454.0,783.0,24348.0,19609.0,21467.0,6107.0,3345.0,2813.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5347,23690.0,5921.0,783.0,1793.0,25447.0,19998.0,23798.0,17521.0,5028.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15027,13120.0,2783.0,24616.0,7256.0,369.0,26756.0,592.0,12755.0,27251.0,19955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13326,24057.0,10755.0,12090.0,15451.0,2193.0,15451.0,20927.0,15451.0,5879.0,15451.0,3584.0,21835.0,15451.0,16389.0,15451.0,5992.0,26101.0,15451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,21054.0,27657.0,16004.0,1007.0,27157.0,6731.0,16994.0,8514.0,18800.0,6731.0,4726.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16680,17426.0,5020.0,5921.0,26208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,13367.0,10785.0,20763.0,10693.0,12311.0,1377.0,7155.0,10633.0,2874.0,17038.0,26868.0,10693.0,18800.0,27869.0,2874.0,13048.0,10327.0,12311.0,1377.0,7155.0,20299.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,1633.0,28058.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,11263.0,10262.0,5039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21045,9963.0,14317.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842,23120.0,2694.0,21153.0,27190.0,2874.0,8309.0,5921.0,23026.0,2694.0,21153.0,10700.0,5921.0,8829.0,5284.0,17428.0,16347.0,18800.0,17428.0,6742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15652,7502.0,10441.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,20163.0,3195.0,19416.0,22682.0,13367.0,4010.0,2874.0,350.0,19929.0,19007.0,18800.0,15282.0,15443.0,10829.0,18605.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25944,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11925,17917.0,21153.0,20059.0,5284.0,1206.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25341,21535.0,14906.0,12311.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,21117.0,14659.0,9321.0,10827.0,5028.0,18800.0,24359.0,27172.0,18322.0,364.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14857,17782.0,5921.0,13418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288,10321.0,9824.0,5921.0,783.0,25692.0,18800.0,12152.0,22805.0,16600.0,350.0,3900.0,9963.0,25120.0,3839.0,2129.0,2874.0,19385.0,783.0,20254.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7508,7209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,15785.0,28084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15198,25350.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7386,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17774,25860.0,5921.0,26019.0,26647.0,5921.0,2523.0,22143.0,5921.0,26631.0,22513.0,5921.0,7372.0,6103.0,5921.0,22182.0,13129.0,5921.0,3548.0,18411.0,25534.0,13474.0,16388.0,5921.0,23024.0,15103.0,5921.0,16504.0,13474.0,25285.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14925,1565.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13960,10198.0,10373.0,24962.0,783.0,4881.0,18800.0,18174.0,18800.0,183.0,10854.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26880,13367.0,26496.0,3571.0,20852.0,18022.0,18800.0,22644.0,24962.0,7710.0,18800.0,18006.0,3345.0,898.0,12006.0,10633.0,18800.0,25146.0,22768.0,21174.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12487,9963.0,10729.0,10449.0,14813.0,20320.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27102,24892.0,20624.0,20163.0,18800.0,2417.0,12074.0,8372.0,13134.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21397,26634.0,12298.0,4496.0,19499.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13943,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19076,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26278,5421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,9480.0,20118.0,17672.0,14957.0,3322.0,2603.0,16737.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,19756.0,18598.0,24719.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7304,4370.0,7330.0,7557.0,11496.0,7853.0,5921.0,26452.0,10773.0,9881.0,11263.0,27930.0,2783.0,2694.0,7256.0,7853.0,5921.0,26452.0,10773.0,8158.0,7479.0,2783.0,19813.0,22151.0,18992.0,7980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20427,18634.0,7207.0,7769.0,12311.0,17773.0,996.0,2886.0,363.0,24014.0,18800.0,16651.0,363.0,26177.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25303,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26841,17854.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,16047.0,18634.0,17533.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25933,26773.0,8481.0,20999.0,5921.0,73.0,5921.0,2814.0,5921.0,13202.0,4302.0,12152.0,18948.0,8667.0,2525.0,26773.0,11378.0,21590.0,15110.0,14925.0,13202.0,3175.0,2874.0,783.0,1123.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20641,18727.0,24595.0,12311.0,19989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,7619.0,10350.0,1370.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14872,11263.0,13185.0,23120.0,11124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,21224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19318,15158.0,1909.0,25790.0,23120.0,780.0,17917.0,23120.0,20809.0,15451.0,11595.0,23120.0,14964.0,15451.0,2610.0,23120.0,1236.0,15451.0,14894.0,23120.0,8233.0,15159.0,23120.0,15592.0,3851.0,23120.0,16074.0,15451.0,13844.0,23120.0,11981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,18634.0,12311.0,9820.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24724,5921.0,14714.0,18064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21478,13367.0,14659.0,5992.0,8316.0,3336.0,26859.0,5284.0,783.0,20163.0,16062.0,1290.0,24962.0,783.0,14679.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023,5921.0,25361.0,4887.0,5618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,7214.0,1020.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,783.0,624.0,18992.0,24962.0,5284.0,24254.0,25607.0,5921.0,27828.0,649.0,20689.0,3443.0,4302.0,10407.0,17285.0,20059.0,18800.0,13367.0,24317.0,2874.0,20131.0,8464.0,18527.0,5430.0,2874.0,1248.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23463,27107.0,5921.0,1793.0,18634.0,2874.0,3443.0,9097.0,27184.0,16044.0,15443.0,1803.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7354,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16020,23120.0,21911.0,24350.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,24733.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,23178.0,15443.0,26814.0,19554.0,11115.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,20163.0,16062.0,1290.0,16423.0,25290.0,22785.0,5921.0,8464.0,24834.0,24962.0,8053.0,20514.0,27458.0,15750.0,13202.0,3120.0,26420.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,10502.0,10512.0,5525.0,14659.0,25566.0,1481.0,13468.0,5284.0,26813.0,26006.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,14357.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12833,10350.0,1381.0,1909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27102,7343.0,26525.0,2886.0,11225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18883,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26278,10464.0,5921.0,11674.0,5921.0,16008.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,7683.0,13367.0,24462.0,5284.0,783.0,411.0,5921.0,18800.0,11327.0,8317.0,6731.0,14347.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,1793.0,13367.0,17378.0,10762.0,2874.0,22017.0,7502.0,9963.0,14813.0,19422.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23670,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18330,17028.0,20233.0,11734.0,7424.0,662.0,5284.0,783.0,16609.0,23953.0,20435.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,738.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11173,4724.0,18728.0,14291.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,13367.0,13532.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009,1276.0,17774.0,19497.0,2886.0,7853.0,9881.0,11263.0,27418.0,2783.0,5992.0,7256.0,7853.0,8158.0,8658.0,2783.0,2694.0,22174.0,14659.0,7155.0,7256.0,740.0,26786.0,9963.0,17376.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16936,2171.0,5921.0,127.0,9814.0,5921.0,6605.0,162.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27102,9052.0,15443.0,19380.0,2796.0,5921.0,11370.0,15967.0,5921.0,12311.0,26996.0,5921.0,3784.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26278,23275.0,3038.0,8318.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,16096.0,25736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27985,17870.0,11263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18362,13367.0,7207.0,7576.0,18800.0,14659.0,4531.0,16004.0,27157.0,9419.0,17301.0,15040.0,18893.0,6731.0,14816.0,1657.0,9963.0,14659.0,13575.0,5284.0,22447.0,7788.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15173,5795.0,26117.0,16100.0,783.0,1793.0,8317.0,22793.0,9991.0,8829.0,15443.0,16980.0,24962.0,23761.0,18800.0,16008.0,9555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23675,2452.0,26496.0,11263.0,25341.0,7848.0,2911.0,12311.0,11263.0,4237.0,26314.0,20404.0,1909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
