0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
1933,3524,2455.0,2186.0,4857.0,1482.0,285.0,5884.0,5794.0,301.0,5809.0,5541.0,104.0,56.0,5840.0,5178.0,2412.0,224.0,2455.0,1387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,4703,1841.0,3669.0,368.0,4589.0,2510.0,6254.0,4589.0,2178.0,1768.0,4161.0,5205.0,3865.0,2967.0,5178.0,2756.0,3529.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,1049,4203.0,5731.0,1963.0,5689.0,384.0,6254.0,5178.0,2818.0,5752.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,1802,438.0,3299.0,6526.0,4203.0,5456.0,724.0,3193.0,5652.0,3006.0,3858.0,2181.0,3852.0,34.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,3628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,2017,5596.0,4203.0,6044.0,5826.0,5809.0,2625.0,6254.0,3348.0,1552.0,4490.0,6254.0,5107.0,6181.0,1965.0,3020.0,1021.0,6254.0,1373.0,4607.0,6254.0,4266.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,1167,1670.0,4203.0,3421.0,1633.0,6254.0,4857.0,4589.0,773.0,4203.0,3390.0,1963.0,5017.0,5428.0,1952.0,270.0,3211.0,2428.0,2872.0,5278.0,5752.0,6409.0,3006.0,4695.0,1924.0,6254.0,1891.0,3567.0,4589.0,773.0,4203.0,1183.0,5178.0,6044.0,633.0,3824.0,2455.0,2162.0,3356.0,2455.0,3529.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,2782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,2723,224.0,2455.0,80.0,4203.0,1237.0,368.0,3518.0,114.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,6254,4589.0,2639.0,4203.0,862.0,4857.0,6401.0,5178.0,4796.0,3529.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,1446,1871.0,5887.0,2134.0,3006.0,5794.0,5809.0,806.0,741.0,2455.0,5101.0,4111.0,3893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,6254,4589.0,2013.0,604.0,319.0,2786.0,1768.0,1633.0,5884.0,4589.0,3994.0,6254.0,1520.0,4720.0,5178.0,4667.0,3529.0,3006.0,802.0,4961.0,6254.0,4857.0,1841.0,1963.0,2314.0,5428.0,3006.0,5246.0,6157.0,1052.0,368.0,2161.0,2161.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,2455,4983.0,1871.0,1855.0,3612.0,4983.0,1871.0,4203.0,4706.0,5884.0,2957.0,4983.0,1285.0,1965.0,1616.0,5268.0,6254.0,2354.0,5234.0,4568.0,5205.0,6044.0,6224.0,3353.0,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3047,2455.0,1985.0,1891.0,4589.0,5491.0,5205.0,3794.0,5070.0,5178.0,6452.0,2181.0,1258.0,325.0,1965.0,2069.0,1855.0,5766.0,4568.0,1874.0,4589.0,1846.0,1768.0,4226.0,4291.0,4291.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3507,5551.0,4203.0,1841.0,1963.0,2711.0,5428.0,3006.0,6157.0,1052.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,4349,6254.0,4339.0,1768.0,5254.0,2013.0,5178.0,3146.0,4294.0,6505.0,724.0,802.0,2576.0,4291.0,2455.0,496.0,1801.0,1965.0,5830.0,3567.0,4589.0,6315.0,6181.0,3194.0,496.0,4717.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3149,1320.0,6254.0,5011.0,5668.0,4203.0,5766.0,5670.0,1855.0,3709.0,6430.0,1855.0,689.0,4791.0,1855.0,6494.0,2536.0,6254.0,4203.0,3390.0,3006.0,1228.0,3386.0,4857.0,3421.0,1962.0,3006.0,8.0,5106.0,368.0,807.0,1602.0,1963.0,2486.0,5428.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,1855,2679.0,2037.0,5059.0,1965.0,3274.0,5990.0,6254.0,6484.0,4291.0,4568.0,6254.0,5302.0,4159.0,1965.0,5956.0,6254.0,6484.0,4291.0,4568.0,6254.0,4698.0,2700.0,1712.0,1965.0,5956.0,6254.0,2821.0,4291.0,4568.0,6254.0,3113.0,1965.0,5032.0,6254.0,5956.0,6254.0,3847.0,4291.0,4568.0,6254.0,4819.0,1965.0,5670.0,6254.0,3274.0,5990.0,6254.0,66.0,4291.0,4568.0,6254.0,554.0,3453.0,1965.0,2891.0,6254.0,3571.0,6254.0,2482.0,6254.0,2401.0,6437.0,6484.0,4291.0,4568.0,6254.0,5922.0,3094.0,1965.0,5956.0,6254.0,1875.0,3469.0,4449.0,,
3612,5943,4200.0,2455.0,4589.0,3994.0,4203.0,3660.0,724.0,1574.0,5477.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,3994,5085.0,1768.0,1831.0,780.0,724.0,346.0,5428.0,368.0,4775.0,2852.0,1965.0,375.0,6254.0,6095.0,3476.0,4449.0,4568.0,6254.0,5064.0,1963.0,346.0,5428.0,3006.0,1965.0,802.0,3386.0,4568.0,6254.0,4857.0,6152.0,51.0,724.0,3969.0,5039.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4589,166.0,775.0,6254.0,4589.0,2611.0,4203.0,5515.0,4857.0,6401.0,5178.0,4796.0,3529.0,4857.0,2349.0,4064.0,3006.0,1273.0,356.0,6254.0,2521.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,346,2597.0,3910.0,6254.0,2486.0,2597.0,1853.0,4857.0,2486.0,2597.0,144.0,1768.0,1237.0,368.0,4667.0,3529.0,5178.0,1189.0,708.0,802.0,5935.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,1632,1768.0,917.0,5296.0,5551.0,5809.0,5536.0,4146.0,1049.0,2278.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,6254,4589.0,2000.0,4203.0,4648.0,4857.0,1452.0,5178.0,4589.0,831.0,114.0,2455.0,1855.0,1258.0,325.0,6254.0,1417.0,5406.0,1821.0,1718.0,1965.0,6177.0,2522.0,1228.0,5935.0,4568.0,4857.0,4648.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,4113,3006.0,802.0,3386.0,1963.0,3969.0,5039.0,6254.0,4589.0,2128.0,2455.0,773.0,1884.0,5884.0,1037.0,724.0,2407.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1207,3370.0,1768.0,6142.0,5178.0,4134.0,4889.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,3520,1605.0,3006.0,4589.0,1126.0,5520.0,1768.0,2455.0,2383.0,4321.0,3206.0,4857.0,4589.0,5903.0,1768.0,2013.0,5296.0,3515.0,4796.0,3529.0,3529.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,6254,5670.0,1965.0,5153.0,1802.0,4568.0,6254.0,1917.0,1965.0,337.0,1802.0,4568.0,6254.0,4857.0,6044.0,3830.0,2576.0,4291.0,3994.0,2455.0,1503.0,368.0,1410.0,1768.0,5456.0,368.0,1367.0,4857.0,3390.0,3006.0,6234.0,1228.0,5106.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,4003,1768.0,6142.0,368.0,807.0,338.0,4635.0,5178.0,1410.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,5030,3766.0,4203.0,2013.0,5205.0,807.0,368.0,3245.0,3750.0,5588.0,5296.0,918.0,2455.0,5305.0,4857.0,5448.0,1874.0,4589.0,853.0,5867.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,5809,6224.0,4294.0,3242.0,1768.0,5674.0,5205.0,2935.0,5809.0,5953.0,1885.0,445.0,3132.0,3714.0,2455.0,5518.0,6294.0,3636.0,1965.0,1166.0,6254.0,572.0,5884.0,5644.0,4425.0,1007.0,6254.0,3647.0,4984.0,5007.0,4568.0,6254.0,2667.0,724.0,6044.0,4752.0,4102.0,5884.0,5292.0,4449.0,5933.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,6436,4857.0,3462.0,806.0,2455.0,2077.0,2181.0,3852.0,1312.0,4003.0,3006.0,2460.0,3722.0,5245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,4307,4547.0,5825.0,2700.0,6254.0,2425.0,2700.0,6254.0,4857.0,1827.0,2700.0,1768.0,2013.0,2667.0,724.0,4589.0,4575.0,343.0,3612.0,3299.0,5221.0,4688.0,43.0,2700.0,4203.0,2013.0,5205.0,348.0,2154.0,368.0,4648.0,6430.0,3669.0,6254.0,4857.0,4373.0,5719.0,2455.0,4570.0,1209.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6248,1207,6254.0,1850.0,1802.0,2455.0,5828.0,2700.0,4203.0,1237.0,368.0,2486.0,5935.0,2455.0,4648.0,4211.0,4857.0,862.0,5296.0,6044.0,5470.0,5566.0,1193.0,1876.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,319,3873.0,1768.0,6213.0,724.0,4150.0,2455.0,1850.0,6486.0,1965.0,3488.0,4568.0,2522.0,1850.0,6486.0,1965.0,216.0,4568.0,2522.0,1850.0,6486.0,1965.0,4930.0,4568.0,6254.0,4857.0,3421.0,4589.0,3873.0,1768.0,1520.0,4720.0,5178.0,4667.0,3529.0,3006.0,802.0,4961.0,4857.0,1841.0,1963.0,2079.0,5428.0,368.0,6044.0,2161.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,4589,943.0,6137.0,1855.0,3716.0,3242.0,1768.0,2161.0,2224.0,3006.0,5766.0,5106.0,368.0,2635.0,6162.0,724.0,2933.0,4589.0,2315.0,2455.0,4589.0,6137.0,1855.0,3716.0,1035.0,6181.0,6254.0,368.0,5191.0,724.0,2879.0,4589.0,735.0,2455.0,4589.0,2461.0,2461.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,4589,3153.0,1768.0,6142.0,5178.0,5664.0,3766.0,368.0,4589.0,5523.0,1592.0,4603.0,2455.0,5766.0,1855.0,5766.0,4857.0,1202.0,5809.0,4119.0,3006.0,6170.0,5106.0,724.0,1775.0,5450.0,2181.0,5664.0,4339.0,4339.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,5480,6294.0,4203.0,2013.0,6254.0,2667.0,724.0,6061.0,1898.0,2951.0,6254.0,5205.0,1889.0,1628.0,1802.0,2455.0,5288.0,1965.0,801.0,6254.0,4829.0,4183.0,6254.0,2721.0,4568.0,4857.0,1343.0,1802.0,2455.0,6430.0,1965.0,5641.0,4653.0,4568.0,368.0,2711.0,1802.0,2455.0,1410.0,4857.0,5752.0,3006.0,5766.0,5106.0,1963.0,2441.0,5428.0,6254.0,1952.0,4589.0,3322.0,2455.0,6044.0,431.0,3994.0,4449.0,,,,,,,,,,,,,,,,,,,,,
3612,5875,1935.0,2689.0,1768.0,6128.0,1963.0,2712.0,5428.0,3006.0,802.0,3386.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,262,4589.0,332.0,4379.0,724.0,4711.0,714.0,6254.0,5511.0,4548.0,807.0,3533.0,2635.0,6512.0,5278.0,4589.0,3575.0,1849.0,4515.0,1237.0,5178.0,4589.0,3323.0,1504.0,6254.0,3149.0,368.0,6044.0,431.0,3994.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,773,4203.0,2170.0,1963.0,3969.0,5039.0,4857.0,2640.0,3006.0,6157.0,5106.0,1963.0,2486.0,5428.0,368.0,807.0,2510.0,3006.0,3826.0,5809.0,3750.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,1320,4203.0,1841.0,1963.0,2711.0,5428.0,3006.0,3836.0,5106.0,4857.0,924.0,4118.0,1963.0,159.0,5428.0,3006.0,2069.0,5106.0,5406.0,1963.0,895.0,5428.0,3006.0,1045.0,5106.0,368.0,2417.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,6378,4603.0,2455.0,5433.0,5809.0,281.0,2181.0,3852.0,1965.0,281.0,6437.0,2110.0,6254.0,2571.0,6254.0,2054.0,4568.0,4203.0,4475.0,2667.0,724.0,4589.0,999.0,3993.0,1801.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,6254,2656.0,2597.0,2455.0,5670.0,1965.0,5393.0,4311.0,3449.0,4449.0,6254.0,1740.0,4449.0,4568.0,4203.0,5456.0,724.0,4589.0,5903.0,724.0,1415.0,4589.0,2786.0,5178.0,4490.0,4294.0,5738.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,6254,4589.0,5551.0,4531.0,4203.0,5515.0,5205.0,3203.0,4857.0,4118.0,1963.0,2313.0,5428.0,3006.0,280.0,5106.0,724.0,1057.0,4589.0,3414.0,330.0,6254.0,3149.0,368.0,4589.0,3322.0,2455.0,4457.0,5809.0,2136.0,1085.0,1965.0,4370.0,4568.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,1871,4203.0,917.0,5884.0,5794.0,5809.0,737.0,2957.0,4983.0,1285.0,1965.0,830.0,346.0,3687.0,6254.0,3601.0,4291.0,737.0,5278.0,2696.0,5599.0,5007.0,3804.0,4568.0,5296.0,4589.0,3353.0,5588.0,5680.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,6254,5602.0,2700.0,4857.0,1564.0,2700.0,1768.0,6142.0,1366.0,5205.0,5752.0,3496.0,3386.0,368.0,807.0,1167.0,1670.0,6254.0,4857.0,3421.0,4983.0,3766.0,4203.0,1375.0,4649.0,4589.0,3994.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,2434,5365.0,6254.0,5430.0,4857.0,3094.0,1768.0,1605.0,1874.0,4843.0,4003.0,3578.0,3246.0,5491.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1480,6436.0,4752.0,4203.0,5731.0,1874.0,5363.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,2181,3357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,2181,2386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,4568,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,6294,1965.0,5232.0,4568.0,2689.0,1965.0,4049.0,1663.0,6254.0,3848.0,4568.0,2455.0,1045.0,6486.0,3975.0,1768.0,1605.0,1874.0,4589.0,2896.0,3636.0,6254.0,4857.0,6044.0,1867.0,3636.0,1874.0,4589.0,749.0,3636.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,4568,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,1706,166.0,6436.0,2455.0,825.0,1168.0,3498.0,2860.0,3006.0,1544.0,4804.0,2306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1073,3701.0,1574.0,5857.0,368.0,5975.0,6061.0,1898.0,26.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,6271,6044.0,5886.0,3455.0,2455.0,5766.0,1767.0,2455.0,4543.0,2500.0,4857.0,1045.0,5935.0,2455.0,4160.0,2700.0,4203.0,933.0,2779.0,5205.0,6246.0,6505.0,724.0,2694.0,5428.0,6254.0,4857.0,2396.0,1963.0,4456.0,5039.0,3006.0,3248.0,3386.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,3011,3701.0,1574.0,3507.0,3111.0,2455.0,5055.0,4227.0,5545.0,3112.0,5226.0,5682.0,5682.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,56,4203.0,780.0,724.0,2656.0,5428.0,4857.0,6328.0,5178.0,6142.0,1544.0,2455.0,2417.0,1965.0,1110.0,247.0,2181.0,3386.0,4568.0,4857.0,3661.0,1965.0,5338.0,247.0,2181.0,3386.0,4568.0,1874.0,2146.0,4857.0,882.0,1544.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,3149,3994.0,4203.0,6152.0,724.0,3969.0,5039.0,4857.0,4589.0,3172.0,2611.0,1207.0,649.0,4203.0,6401.0,5178.0,1045.0,2522.0,3830.0,5935.0,2455.0,5110.0,3529.0,4857.0,1841.0,4133.0,2161.0,3669.0,1963.0,2911.0,5428.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
